0;ADAPTABILIDADE;O que importa para você é o aqui e o agora. Acredita na capacidade de criar o futuro através das decisões que toma no presente. Esta ideia não exclui o planejamento. Mas o tema da Adaptabilidade faz você se adequar ao que pede o momento, ainda que se veja distante de seu plano original. Sabe que haverá demandas e caminhos imprevistos e na verdade se sente estimulado, ansiando por eles. Você tem facilidade para se adaptar a diferentes situações e mantém-se produtivo e flexível, mesmo quando as exigências do trabalho tornam-se múltiplas e simultâneas.                                                                
1;ANALÍTICO;O Analítico desafia seus companheiros, exigindo provas da confiabilidade de determinado ponto de vista. É provável que teorias aparentemente brilhantes, caiam sob seus questionamentos e o que busca, na verdade, é justamente que se mantenham somente aquelas consistentes.  Você se julga objetivo e distanciado. Gosta das informações porque elas não têm valor em si. Busca padrões e conexões, tentando compreender como se influenciam e se combinam mutuamente e qual o resultado deste confronto na solução das situações e proposições enfrentadas. De questão em questão vai buscando as causas que estão na raiz do que se discute. Crendo em seu refinamento, você será procurado por outros para submeter pensamentos de terceiros à sua lógica e rigor. Fuja da severidade, do contrário estas mesmas pessoas evitarão expor seus próprios pensamentos a seu julgamento.
2;ATIVAÇÃO;As pessoas guiadas por este padrão aguardam impacientemente a ação. Acreditam nos resultados da discussão e da análise, mas creem exclusivamente no poder de realização que só a ação pode conceber. Após a tomada de uma decisão, as dúvidas ocasionais não poderão detê-lo.  Conjugando ação e pensamento, você aprende com os resultados e através deste aprendizado, projeta ações futuras. Só acredita no crescimento trazido pela reação a determinadas ações, que estimulam sua capacidade de raciocínio, trazendo novas informações. De forma autoestimulante, sabe que o resultado prático do que se consegue efetivamente fazer, supera qualquer pensamento ou palavra.
3;AUTOAFIRMAÇÃO;Abençoado pelo tema da Autoafirmação, você essencialmente acredita em si mesmo. Autoconfiante, assume riscos, enfrenta desafios, afirma direitos e cumpre o que promete. Além de confiar em suas habilidades, você se apoia em um poder intrínseco de discernir, olhando o mundo sob uma perspectiva clara e única. Confiante nesta capacidade, sem desprezar sugestões e orientações, mantém categoricamente seu próprio pensamento e sabe que será o único com autoridade para formular conclusões, tomar decisões e agir. Apossa-se com naturalidade destas características, não se intimidando, por conseguinte, com essa responsabilidade pelo modo como leva a vida. Sente conhecer ao certo a melhor decisão a ser tomada em qualquer situação. Enfrenta inabalável, argumentos contrários aos seus e dependendo de outros temas, a autoafirmação pode ser calma ou ruidosa, embora sempre sólida e forte.
4;CARISMA;Aproveitando o estímulo que o contato com estranhos lhe propicia, você gosta do desafio de conhecer, seduzir novas pessoas e fazê-las gostar de você. Atraído por elas, descobre seus nomes e logo encontra alguma área de interesse comum que possibilite uma conversa e a construção de uma relação. Diferente de outras pessoas, você nunca se sente sem assunto. Com facilidade, trava relações com estranhos e se sente satisfeito em estabelecer uma nova conexão. Esta conquista o impulsiona a seguir para outras, em diferentes espaços de trabalho, buscando novos grupos para interagir. Estranhos para você significam novos amigos em potencial. Muitos amigos. 
5;COMANDO;Plenamente confortável na posição de impor seus pontos de vista, você não se sente incomodado em tomar a frente. Pelo contrário, define sua opinião e objetivos, passando a compartilhá-lo com outras pessoas, esperando sua concordância. Em busca de uma resolução, você expõe fatos e verdades, por mais desagradáveis que sejam, enfrentando contrariedades e encarando confrontos. Busca a clareza e a franqueza nos outros, impelindo-os a assumir riscos, mesmo que se sintam intimidados. Confiante em seu poder de comando, atrai as pessoas para determinada direção e ainda que  por vezes possam julgá-lo intolerante, frequentemente lhe passam de bom grado o controle da situação. 
6;COMPETIÇÃO;Como todos os competidores, você utiliza o desempenho alheio como paradigma. Olha para o mundo em uma busca consciente do desempenho do outro, a fim de exercer uma comparação, que é a base de toda competição. Ainda que atinja seus objetivos com esforço e boas intenções, não valoriza a realização se não supera seus pares. Você necessita das outras pessoas para comparar os próprios resultados e utilizá-los como estímulo para competir. Acredita que se pode competir, pode vencer e não há sensação melhor do que a vitória. Você gosta da mensuração porque ela facilita as comparações. Gosta dos outros competidores porque eles o revigoram e das disputas porque elas precisam produzir um indivíduo vitorioso. Você não compete por simples prazer e embora consiga ser gentil e até impassível diante de uma derrota, busca sempre o primeiro posto. Somente uma disputa é capaz de trazer este resultado. Com o tempo, acabará evitando aquelas onde o sucesso pareça improvável. 
7;COMUNICAÇÃO;Você gosta de explicar, de descrever, de receber, de falar em público e de escrever. Ideias são um árido ponto de partida e acontecimentos são estáticos. Você sente a necessidade de trazê-los à vida, energizá-los, torná-los empolgantes e nítidos. E então você transforma acontecimentos em histórias e exercita o ato de contá-las. Você busca a frase perfeita consciente de que as pessoas, munidas de uma capacidade muito pequena de concentração, recebem uma grande carga de informação, mas pouco disso sobrevive. Enriquecendo uma ideia inicial com imagens, exemplos e metáforas, pretende que sua informação - seja um acontecimento, as características e benefícios de um produto, uma descoberta ou uma lição, fique gravada de alguma forma. Expressões vibrantes e vigorosas combinações de palavras buscam atrair a atenção das pessoas. E como resultado das imagens que suas palavras projetam, elas gostam de ouvi-lo, têm seu interesse despertado e se sentem estimuladas a agir.
8;CONEXÃO;O indivíduo sob o padrão da Conexão acredita que fazemos parte de um todo, chamado por alguns de inconsciente coletivo e por outros de espírito ou força vital. Nesta rede, crê que nada acontece sem uma razão, ainda que cada um seja responsável por seus próprios julgamentos e caminhe na posse de seu livre-arbítrio. Em uma palavra, sabe que todos estão conectados e ganha confiança crendo não haver isolamento na Terra. Esse sentimento de Conexão pressupõe certas responsabilidades: se somos parte de um quadro maior, então não devemos ferir ou explorar os outros, porque estaremos atingindo a nós mesmos. Seu sistema de valores, baseado na consciência destas responsabilidades, faz de você um ser humano solícito, atencioso e compreensivo. Busca esta unidade, facilitando a interação entre pessoas de diferentes culturas, proporcionando ao próximo o consolo da ideia da existência de um propósito que transcende a rotina diária da vida. 
9;CONTEXTO;Olhando pra trás, você contextualiza o presente. Encontra respostas em um tempo anterior, quando os planos estavam sendo traçados, e traz estabilidade para o confuso momento atual. Crê na simplicidade do tempo passado, quando projetos emergiam e as intenções eram distintas, revelando a essência do que agora parece rebuscado e quase irreconhecível. Essa compreensão lhe traz confiança e permite a tomada de decisões, possível somente para quem conhece o que se encontra subentendido. Você se torna um parceiro melhor porque compreende como seus colegas passaram a ser quem são. De posse consciente do que foi semeado no passado, torna-se mais sábio em relação ao futuro. Durante um confronto com outras pessoas e situações, esta orientação pode demorar a chegar, mas você deve dar a si mesmo esse tempo. A confiança em suas decisões virá das respostas que lhe chegam para estas perguntas, feitas disciplinadamente e respeitando seu ritmo pessoal.
10;CRENÇA;Vivendo sob este tema, você tem seu comportamento afetado de várias maneiras pelos valores ditos espiritualizados, como o altruísmo, a responsabilidade, a ética elevada e a valorização da família. Apoiando-se nestes valores essenciais e duradouros, encontra significado e satisfação na vida. A atenção voltada a estas normas, tanto para si mesmo quanto para os outros, dão a você um norte, guiando-o por entre tentações e distrações da vida, para um conjunto consistente de prioridades. Esta consistência é o alicerce de todos os seus relacionamentos. Seus amigos confiam em você com facilidade, por conhecerem seus princípios. Porém sua Crença faz com que busque um trabalho compatível, com significado e importância, onde possa colocar em prática real os valores que carrega.                          
11;DESENVOLVIMENTO;Crendo no potencial e possibilidade de progresso dos outros, quando interage com eles, sua meta é ajudá-los a alcançar o sucesso. Do seu ponto de vista, nenhum indivíduo está plenamente formado, mas pelo contrário, é uma obra em andamento.  Você é atraído pelas pessoas por esta mesma razão, procurando meios de desafiá-los. Planeja experiências interessantes para estimulá-los e ajudá-los a crescer. Para você, pequenos progressos como um novo comportamento, um ligeiro aperfeiçoamento numa técnica ou um lampejo de excelência - sinais de crescimento por vezes invisíveis para alguns, representam potencial sendo realizado. Estes sinais de crescimento nos outros são seu combustível. Com o passar do tempo, muitos vão procurá-lo em busca de ajuda e encorajamento, porque em algum nível sabem que sua disposição de ajudar, além de ser genuína, lhe dá satisfação.
12;DISCIPLINA;Você define rotinas, concentra-se em horários e prazos, fragmenta projetos a longo prazo numa série de planos específicos a curto prazo, e trabalha diligentemente em cada um deles. Tudo na tentativa instintiva de impor estrutura a seu mundo. Você não é necessariamente caprichoso e arrumadinho, mas sem dúvida tem necessidade de precisão. Todas estas características ajudam a criar uma sensação de controle em meio à inerente confusão da vida. A ausência dessa ordem não deve, no entanto, gerar conflitos. Você precisa compreender que nem todos sentem sua ânsia de previsibilidade, lidando com outras maneiras de atingir objetivos. Ainda assim, é possível fazê-los entender e mesmo valorizar sua necessidade de estrutura. Sua aversão a surpresas, sua impaciência com os erros, sua rotina e orientação detalhada, não precisam ser interpretadas como comportamentos de controle que limitam as pessoas. Mas podem por outro lado ser compreendidos como seu método pessoal e instintivo de progresso e produtividade.
13;EMPATIA;Sua capacidade instintiva de compreender é poderosa. Você é capaz de perceber as emoções das pessoas ao seu redor, sentindo como suas, as sensações delas e compartilhando perspectivas como se visse o mundo através de seus olhos. Diferentemente do que acontece com a solidariedade, quando sentimos pena da situação difícil de cada um, sob o tema da empatia, você não concorda necessariamente com o ponto de vista de cada pessoa, tampouco perdoa essencialmente as opções que ela faz, mas as compreende. Prevendo necessidades, ouve perguntas que só foram pensadas. Superando a dificuldade dos outros na busca por palavras, encontra as mais certas, no tom adequado. Ajuda o outro a dar voz à sua vida emocional, expressando seus sentimentos para si e para os demais. Tudo isso faz com que se sintam atraídos por você.
14;ESTUDIOSO;Você se sente mais empolgado e atraído pelo processo de aprendizagem de um assunto, do que por seu conteúdo e resultado. O caminho consciente que leva da ignorância à competência lhe traz motivação. A emoção das primeiras informações, os primeiros esforços para recapitular ou praticar o que aprendeu, a confiança crescente numa técnica dominada: este é o processo que o instiga. Sua empolgação o leva a se envolver em experiências adultas de aprendizado - ioga, aulas de piano ou cursos superiores, permitindo-lhe prosperar em ambientes de trabalho dinâmicos, onde seja solicitado a desempenhar tarefas que o obriguem a aprender muito e depressa sobre determinado assunto, e após um curto período de tempo, passar para o próximo. O tema Estudioso não indica necessariamente que você procura se tornar perito na matéria ou que está lutando pelo prestígio que confere determinada credencial profissional ou acadêmica. Os frutos do aprendizado são menos significativos do que o processo de se chegar lá.
15;EXCELÊNCIA;Você se sente fascinado por pontos fortes, os seus ou de outras pessoas. Procura por sinais reveladores de que um ponto forte pode estar em ação: um lampejo de excelência espontânea, um aprendizado rápido, uma técnica dominada sem lançar mão do passo a passo. Tendo encontrado uma qualidade específica, você se sente compelido a alimentá-la, refiná-la e desenvolvê-la até a excelência, que é a sua medida. Prefere o estímulo de poder transformar o que já é bom, em soberbo, do que simplesmente levar alguma coisa que está abaixo da média para uma posição ligeiramente acima dela. Essa escolha natural pelo melhor faz com que os outros o considerem meio esnobe. Sente-se atraído por pessoas que parecem ter encontrado e cultivado suas próprias habilidades especiais e prefere conviver com gente que aprecia os pontos fortes que você mesmo tem. Como não quer passar a vida lamentando o que lhe falta, tende a evitar os que querem corrigi-lo e aparar suas arestas. Isto faz de você uma pessoa mais exigente.
16;FOCO;Guiado pelo padrão do Foco, você precisa de um objetivo claro, de outro modo sua vida e seu trabalho podem rapidamente se tornar frustrantes. Estabelece metas a cada ano, a cada mês e mesmo a cada semana, perguntando-se mentalmente para onde está seguindo. Estas metas o ajudam a fixar prioridades e a desviá-lo de tudo que o afaste do curso. Seu Foco é poderoso porque o obriga a fazer uma filtragem e você instintivamente avalia se uma determinada ação pode ou não ajudá-lo a se aproximar de seu alvo. A que não puder ajudar, será ignorada. O Foco faz de você um ser eficiente, mas em contrapartida, impaciente com atrasos, obstáculos e até mesmo desvios de percurso, por mais instigantes que possam parecer. Capaz de trazer os colegas incertos de volta ao caminho traçado, este tema faz de você um componente extremamente valioso para uma equipe. Seu Foco lembra a cada um que se alguma coisa os afasta de sua meta, então ela não é importante.
17;FUTURISTA;A pessoa sob este tema é fascinada pelo futuro e gosta de olhar sempre além. Tem uma visão clara do que o futuro pode lhe reservar e este quadro a impele para frente, para o amanhã. Mesmo que o conteúdo destas imagens vá depender de seus outros pontos fortes e interesses - por um produto, uma equipe, uma vida ou mesmo um mundo melhores, ele sempre representa uma fonte de inspiração para você. Você é um sonhador que tem visões do que poderia ser e que trata estas visões com a devida atenção. Quando o presente se mostra frustrante demais e as pessoas ao seu redor pragmáticas demais, você evoca suas visões do futuro e elas lhe dão força e são capazes de dar força aos outros também. Na realidade você acaba estimulado pelos outros a descrever estas visões, de modo a impulsionar suas próprias percepções. A descrição cuidadosa dos quadros que vislumbra atrairá as pessoas para a esperança que você traz.
18;HARMONIA;Buscando zonas de entendimento que afastem ou limitem atritos e conflitos, você procura algo em comum entre pessoas que tem pontos de vista diferentes, fazendo com que tomem o rumo da Harmonia. Você vive de acordo com a crença de que seríamos todos mais produtivos se deixássemos nossas opiniões pessoais apenas subentendidas e procurássemos um consenso. Esta busca afastaria a perda de tempo nas tentativas de impor convicções diferentes aos demais. Por seu lado, quando percebe que os outros estão divergindo de suas metas, reivindicações e opiniões e pondo-se a caminho de determinada direção, pelo bem da Harmonia você se mantém tranquilo. Modifica de bom grado seus próprios objetivos para fundi-los com os deles. Quando percebe um debate de suas teorias e conceitos prediletos, você evita a polêmica e direciona o assunto para questões práticas sobre as quais todos podem concordar. Acredita que estamos em um mesmo barco e precisamos dele para chegar ao nosso objetivo, dispensando tempestades inúteis.
19;IDEATIVO;Você sente um choque de energia sempre que uma nova ideia lhe ocorre. Ideias são profundas, inusitadas, esclarecedoras, mas também do contra e bizarras. Uma ideia é um conceito, a melhor explicação para a maioria dos fatos, outra perspectiva para desafios que nos são familiares. E você se diverte alterando o ângulo pelo qual vemos o mundo, passando a exibi-lo de forma estranhamente esclarecedora. Fascinado por ideias, você se delicia quando descobre sob a complexidade, um conceito elegantemente simples para explicar por que as coisas são como são. E faz da ideia uma conexão capaz de associar fenômenos aparentemente discordantes. Sua mente é do tipo que está sempre procurando estas conexões. As pessoas podem rotulá-lo de criativo, original, conceitual ou mesmo brilhante, e talvez você seja mesmo tudo isso. Mas basta-lhe saber que as ideias são emocionantes.
20;IMPARCIALIDADE;O indivíduo sob o tema da Imparcialidade tem consciência da necessidade de tratar a todos de forma igualitária, não importa a posição que ocupem. Valorizando o equilíbrio, não quer ver um dos pratos da balança pendendo a favor de ninguém. Na sua forma de ver, isto leva a um mundo de favores especiais, egoísta e individualista, onde algumas pessoas obtêm vantagens injustas devido às suas conexões, à sua origem ou ao seu dinheiro. Isso lhe parece realmente ofensivo e você se vê como uma sentinela contra esse estado de coisas. Acredita na maior funcionalidade de um ambiente estável, onde as regras sejam claras e aplicadas igualmente a todos. Neste estado justo, previsível e equânime, as pessoas sabem o que se esperar delas e têm a mesma possibilidade de mostrar o seu valor.
21;INCLUSÃO;Você orienta sua vida ao redor de uma filosofia de ampliação do círculo social. Deseja incluir pessoas, fazendo com que fiquem à vontade umas com as outras. Em contraste direto com aqueles que só são atraídos para grupos exclusivistas, você evita reuniões que excluam os outros. Quer atrair os excluídos para que eles possam sentir o calor do grupo. E dentro dele, pretende beneficiar com seu apoio o maior número possível de pessoas. Você detesta a visão de alguém do lado de fora olhando para dentro. Prudente, evita ferir os sentimentos de uma pessoa com julgamentos, preocupações e comentários a respeito de raça, sexo, nacionalidade, personalidade ou fé. Esta prudência não se baseia na crença das diferenças naturais entre as pessoas e no respeito que elas merecem, mas na convicção de que fundamentalmente somos todos iguais e importantes. O mínimo que cada um merece é ser incluído.
22;INDIVIDUALIZAÇÃO;"Explica a sua curiosidade em relação às qualidades únicas de cada pessoa. Você se impacienta com generalizações ou ""tipos"" porque não quer obscurecer o que é especial e inconfundível individualmente. Na realidade, você se concentra nas diferenças entre os indivíduos e observa instintivamente seu estilo, motivação, modo de pensar e forma de construir relacionamentos. Dá atenção às histórias de vida de cada um, escolhe para os amigos o presente de aniversário certo e sabe quem prefere ser elogiado em público ou não. Seu tema Individualização molda seu estilo de ensino, alcançando aqueles que precisam de explicações mais detalhadas e também os que buscam descobrir por si mesmos. Sendo um observador das qualidades específicas das pessoas, você é capaz de tirar o melhor delas. Conhecer os pontos fortes individuais o ajuda a construir equipes produtivas, pois enquanto outros buscam processos ou estruturas adequadas para a equipe, você aproxima cada indivíduo para que possa realizar o seu melhor."
23;INPUT;Toda a informação que se possa armazenar nunca parece suficiente. Curioso, coleciona palavras, fatos, livros e citações, mas também borboletas, ingressos de futebol, selos, bonecas de porcelana ou fotos antigas. E os coleciona por puro interesse, pois é do tipo que encontra muitas coisas interessantes. O mundo é excitante devido precisamente à sua infinita variedade e complexidade. Se puder, vai recolher e guardar objetos, panfletos, livretos e programas de espetáculos. Muitas vezes, no momento em que decide fazê-lo, é difícil dizer exatamente onde e por quê precisará deles ou se vale mesmo a pena guardá-los. Mas será que amanhã ou depois eles não podem se tornar úteis como uma referência material de certo conhecimento? Com tantos possíveis usos em mente, simplesmente não se sente bem jogando nada fora. Então continua recolhendo, coletando e arquivando as coisas. Isso lhe parece interessante e mantém sua mente aberta. Talvez um dia, alguma dessas coisas venha a se mostrar realmente valiosa.
24;INTELECÇÃO;O tema da Intelecção não dita aquilo que você pensa, simplesmente determina que você gosta de pensar. Você é o tipo de pessoa que aprecia o tempo que passa sozinha porque é seu momento de concentração e meditação. Gosta da atividade mental, que pode ser focada, por exemplo, na tentativa de resolver um problema, desenvolver uma ideia, compreender os sentimentos de outra pessoa ou simplesmente ser desprovida de foco. O foco exato vai depender de seus outros pontos fortes. Num certo sentido de introspecção, você é sua melhor companhia. Faz perguntas a si mesmo, tentando encontrar respostas por conta própria. Essa introspecção pode levá-lo a uma ligeira sensação de descontentamento quando você compara o que lhe cabe fazer na realidade, com todos os pensamentos que sua mente concebe. Mas também o ajuda com assuntos práticos, acontecimentos do dia ou numa conversa que você planeja ter mais tarde. De uma forma ou de outra, a atividade mental é uma das constantes de sua vida.
25;ORGANIZAÇÃO;"É comum para pessoas que possuem este padrão, despertar nos outros questões do tipo: ""Como consegue guardar tantas coisas ao mesmo tempo na cabeça?"". Você, no entanto, não pode imaginar nenhum outro tipo de comportamento que não seja controlar todas as variáveis de uma situação complexa, alinhando-as e realinhando-as até se convencer de que as arranjou no formato mais produtivo possível. E este é um procedimento natural para quem está simplesmente tentando achar o melhor meio de fazer as coisas. Você é um exemplo notável de efetiva flexibilidade. Do mundano ao complexo, está sempre procurando a configuração perfeita. Enquanto alguns buscam refúgio em normas e procedimentos existentes ou se queixam da impossibilidade de alterar planos elaborados com tanto cuidado, diante do inesperado você não faz nem uma coisa nem outra. Crendo haver sempre um modo melhor de realização, entra na desordem tentando encontrar opções, caminhos de menor resistência e novas parcerias."
26;PENSAMENTO ESTRATÉGICO;A capacidade de abrir caminho em meio à desordem não é uma habilidade que possa ser ensinada, mas um modo diferente de pensar, uma perspectiva especial sobre o mundo em geral. Essa perspectiva lhe permite ver padrões onde outros viam simplesmente complexidade. Sob o tema do Pensamento Estratégico, você concebe cenários alternativos, questionando-se sobre o que poderia advir deles. Isto o ajuda a antever acontecimentos e avaliar com precisão os obstáculos potenciais. Com base nesta avaliação dos caminhos, você passa a selecioná-los, descartando os que não levam a parte alguma ou os que conduziriam a impasses. Separa e seleciona, até chegar à melhor rota que o permite lançar-se à frente: sua estratégia.
27;POSITIVO;Você tem a admirável capacidade para sempre enxergar o copo meio cheio. Generoso com os elogios e rápido para sorrir, está sempre à procura do lado positivo de uma situação. Injeta emoção, energia e otimismo em cada projeto e celebra cada realização. Seu entusiasmo contagiante atrai as demais pessoas e você parece descobrir um modo de iluminar seus espíritos. Alguns vivem sob pressão, em mundos enfadonhos, monótonos e pesados, mas aparentam estar melhores ao seu lado. Parecendo encontrar meios de tornar tudo mais empolgante e vital, por vezes você desperta desconfiança e julgamentos. Mas o tema Positivo, não permite abatimentos. Por alguma razão não consegue escapar da convicção de que é bom estar vivo e de que o trabalho pode ser divertido, especialmente porque acredita que apesar dos contratempos, nunca se deve perder o senso de humor.
28;PRUDÊNCIA;Sabendo ser o mundo um lugar imprevisível, você é cuidadoso, vigilante e reservado. Ainda que tudo pareça em ordem sob as aparências, pressente os inúmeros riscos. Sem negá-los, olha diretamente para cada um, identificando-os e avaliando-os para poder finalmente reduzi-los. Desta forma, torna-se uma pessoa consideravelmente séria, que aborda a vida com alguma reserva. Você é do tipo que planeja à frente para se antecipar ao que pode dar errado. A vida tem algo de campo minado e alguns podem, se preferirem, cruzá-la com imprudência. Você identifica os perigos, avalia seus impactos relativos e pisa cautelosamente. Seguindo o padrão da prudência, seleciona cuidadosamente seus amigos e silencia quando a conversa se desvia para assuntos pessoais. Tem o cuidado de não dispensar elogios e reconhecimento em excesso, temendo que possam ser mal interpretados. Se algumas pessoas não gostam de você por não ser expansivo como os outros, não faz mal. Afinal, a vida não é um concurso de popularidade.
29;REALIZACÃO;O tema da Realização o mantém em movimento e ajuda a explicar seu ímpeto. Para se sentir bem, você precisa ter realizado algo tangível no fim do dia, todos os dias - dias úteis, fins de semana e dias de férias. Se o dia passa sem alguma forma de realização, você vai se sentir insatisfeito, pois tem um fogo interno que o impele a fazer e a realizar mais. Após alcançar uma meta, por um momento este fogo se abranda para em breve tornar a se acender, incitando-o para o próximo feito. Sua necessidade implacável de realização pode não ser lógica, nem ter sequer um foco claro, mas estará sempre com você. Como realizador você tem que aprender a conviver com esse murmúrio interno de descontentamento, pois ele não deixa de ter benefícios: traz o suprimento de energia de que você precisa para trabalhar longas horas sem ficar extenuado, dando o exemplo e definindo os níveis de produtividade para seu grupo de trabalho. É o impulso com o qual você pode sempre contar para lançar-se a novas tarefas e desafios. 
30;RELACIONAMENTO;O padrão do Relacionamento o leva a se aproximar mais das pessoas que já conhece, e descreve sua atitude nas suas alianças. Outros padrões podem fazer com que goste da emoção de transformar estranhos em amigos, mas sem dúvida você extrai uma grande dose de prazer e energia da convivência com amigos próximos. Isto não quer dizer que você evite conhecer outras pessoas, mas assim que o contato inicial é feito, conscientemente encoraja um aprofundamento da relação, pois se sente bem com a intimidade. Você quer compreender os sentimentos, objetivos, temores e sonhos dos outros e quer que eles compreendam os seus. Dispõe-se a correr o risco de que alguém queira se aproveitar desta proximidade, mas para você um relacionamento só tem valor se for sincero e o único meio de provar isto, é confiar na outra pessoa. Quanto mais compartilha com o próximo, maior o risco que ambos correm e quanto mais vocês se arriscam juntos, mais cada um prova que seu afeto é sincero.
31;RESPONSABILIDADE;O tema da Responsabilidade faz com que você assuma o controle de tudo com que se envolve, e tratando-se de um projeto grande ou pequeno, sente-se impelido a acompanhá-lo até sua conclusão. Se por alguma razão você não pode cumprir o prometido, começa a procurar meios de se explicar perante os outros, pois seu bom nome depende disso. Como desculpas não são suficientes e justificativas e racionalizações são totalmente inaceitáveis, você não consegue conviver consigo mesmo até ter a oportunidade de se redimir. Sua atitude consciente, sua ética impecável e a quase obsessão por fazer a coisa certa, se unem para criar a reputação de uma pessoa absolutamente digna de confiança. Quando forem atribuir responsabilidades, as pessoas contarão primeiramente com você, porque sabem que a missão será cumprida. Esta disposição para ser prestativo pode às vezes levá-lo a assumir uma carga maior do que deveria. Por esta razão, quando o procurarem em busca de ajuda, e logo o farão, você deve ser seletivo.
32;RESTAURAÇÃO;Você adora resolver problemas. Enquanto alguns se deixam abater ao enfrentar novamente um fracasso, você consegue se sentir estimulado com esta situação. Gosta do desafio de analisar sintomas, identificar o que está errado e encontrar uma solução. Pode procurar tipos específicos de problemas práticos, conceituais ou pessoais, com os quais talvez tenha se defrontado muitas vezes. Mas também  pode se sentir mais estimulado quando encontra problemas complexos e pouco familiares. De qualquer modo sente-se capaz de resolvê-los. Suas preferências exatas são determinadas pelos seus outros padrões e experiências, mas o certo é que você gosta da sensação maravilhosa de identificar os fatores problemáticos e erradicá-los, trazendo as coisas de volta à vida. Intuitivamente, você sabe que sem a sua intervenção, máquinas, técnicas, pessoas e a própria empresa poderiam ter parado de funcionar. Você a consertou, ressuscitou e tornou a inflamar sua vitalidade. Ou como você mesmo poderia dizer, você a salvou.
33;SIGNIFICÂNCIA;O indivíduo sob este tema quer ser conhecido e reconhecido, ouvido e notado. Em uma palavra, você quer ser relevante aos olhos dos outros e especialmente apreciado pelos pontos fortes que traz. Sente uma necessidade de ser admirado como pessoa de confiança, profissional e bem-sucedida, buscando associação com outros que apresentem estas mesmas características. E se não as possuem, vai estimulá-los até que as encontrem ou simplesmente vai seguir adiante. Espírito independente, quer se sentir livre para fazer as coisas do seu jeito no trabalho, considerando-o mais um meio de vida do que um emprego. E assim, sua vida está cheia de metas, empreendimentos ou qualificações que pretende alcançar, pois seus desejos lhe parecem muito fortes e realmente você os leva em conta. O tema da Significância é aquele que estimula a pessoa a continuar se empenhando e seja qual for o seu foco - e o de cada um é distinto, vai puxá-la para cima, para longe da mediocridade e rumo ao excepcional.
